date,favorites,id,isRetweet,retweets,text
1580246326000,46048,1222267800732995585,false,12671,https://t.co/tvvvnGEmjo https://t.co/vSV0YPyQrg
1580238589000,44111,1222235349117755395,false,11572,The Witch Hunt continues! https://t.co/7zkUnuPlw6
1580236009000,27145,1222224528065155072,false,8015,"This is what a future State of Palestine can look like, with a capital in parts of East Jerusalem. https://t.co/39vw3pPrAL"
1580236008000,39774,1222224521958187009,false,9791,هذا ما قد تبدو عليه دولة فلسطين المستقبلية بعاصمة في أجزاء من القدس الشرقية. https://t.co/CFuYwwjSso
1580235797000,35185,1222223636779741184,false,9006,I will always stand with the State of Israel and the Jewish people. I strongly support their safety and security and their right to live within their historical homeland. It's time for peace! https://t.co/lKwQ9IKTUG
1580235795000,44343,1222223630056206336,false,9522,תמיד אעמוד לצד מדינת ישראל והעם היהודי. אני תומך בחוזקה בבטיחותם ובטחונם ובזכותם לחיות במולדתם ההיסטורית. הגיע הזמן לשלום! https://t.co/AtNnQtnGZs
1580234851000,26964,1222219667697213441,false,7899,https://t.co/qqdjOWiA1I
1580226937000,78703,1222186473849544704,false,17964,"The Fed should get smart &amp;  lower the Rate to make our interest competitive with other Countries which pay much lower even though we are, by far, the high standard. We would then focus on paying off &amp; refinancing debt! There is almost no inflation-this is the time (2 years late)!"
1580226436000,200407,1222184371932798976,false,28196,Are you better off now than you were three years ago? Almost everyone say YES!
1580226297000,57690,1222183788924502017,false,15745,".....So, what the hell has happened to @FoxNews. Only I know! Chris Wallace and others should be on Fake News CNN or MSDNC. How’s Shep Smith doing? Watch, this will be the beginning of the end for Fox, just like the other two which are dying in the ratings. Social Media is great!"
1580226296000,77921,1222183788211470336,false,18294,"Really pathetic how @FoxNews is trying to be so politically correct by loading the airwaves with Democrats like Chris Van Hollen, the no name Senator from Maryland. He has been on forever playing up the Impeachment Hoax. Dems wouldn’t even give Fox their low ratings debates...."
1580189217000,145420,1222028267865223170,false,36836,"Don Lemon, the dumbest man on television (with terrible ratings!). https://t.co/iQXCc7lvCt"
1580186103000,47977,1222015204315336705,false,10255,"Charlie, I always knew you are brilliant! https://t.co/D49KbKPKHS"
1580184687000,33736,1222009264396558336,false,8404,Thank you to Chuck &amp; all. USMCA is going to be GREAT! https://t.co/tK3zxHOlYg
1580184569000,45743,1222008772102705152,false,9853,"Thank you Roger, it is a big Hoax! https://t.co/G6X3ClI7Df"
1580184219000,18462,1222007302636654593,false,3672,Congrats to Christine! https://t.co/BwXISK3oqR
1580184093000,23577,1222006774368296960,false,5707,"A full &amp; complete Endorsement for @RepDonBacon, who is doing a great job. Strong on crime, loves our Military, Vets &amp; 2A! https://t.co/7rr1WxzcCn"
1580148688000,44642,1221858276058566661,false,13212,https://t.co/2PoLkxQ8KE
1580145149000,32928,1221843430445342720,false,9500,https://t.co/SxRib4Q3NT
1580144954000,73990,1221842613487251458,false,17717,"On International Holocaust Remembrance Day, we remember the millions of precious souls who perished as a result of the horrific crimes perpetrated by the Nazi regime....https://t.co/drhi6UeJ14"
1580137929000,69129,1221813147918569474,false,12659,Senate hearing on the Impeachment Hoax starts today at 1:00 P.M.
1580136981000,113971,1221809170673958913,false,21085,"We are in very close communication with China concerning the virus. Very few cases reported in USA, but strongly on watch. We have offered China and President Xi any help that is necessary. Our experts are extraordinary!"
1580136051000,123741,1221805273695780864,false,31601,"Schiff must release the IG report, without changes or tampering, which is said to be yet further exoneration of the Impeachment Hoax. He refuses to give it. Does it link him to Whistleblower? Why is he so adamant?"
1580132548000,116483,1221790577446019072,false,19327,READ THE TRANSCRIPTS!
1580126262000,90204,1221764212873224193,false,17539,"The Democrat controlled House never even asked John Bolton to testify. It is up to them, not up to the Senate!"
1580102313000,64504,1221663764971491329,false,14772,...(Democrats said I never met) and released the military aid to Ukraine without any conditions or investigations - and far ahead of schedule. I also allowed Ukraine to purchase Javelin anti-tank missiles. My Administration has done far more than the previous Administration.
1580102313000,63644,1221663764031905793,false,14356,"...transcripts of my calls with President Zelensky are all the proof that is needed, in addition to the fact that President Zelensky &amp; the Foreign Minister of Ukraine said there was no pressure and no problems. Additionally, I met with President Zelensky at the United Nations..."
1580102313000,113035,1221663763138588672,false,26089,"I NEVER told John Bolton that the aid to Ukraine was tied to investigations into Democrats, including the Bidens. In fact, he never complained about this at the time of his very public termination. If John Bolton said this, it was only to sell a book. With that being said, the..."
1580096834000,39529,1221640785478791170,false,11690,https://t.co/gAxo3sijpn
1580082874000,242272,1221582230990073856,false,30311,.....Melania and I send our warmest condolences to Vanessa and the wonderful Bryant family. May God be with you all!
1580082874000,695184,1221582230008619016,false,85722,"Kobe Bryant, despite being one of the truly great basketball players of all time, was just getting started in life. He loved his family so much, and had such strong passion for the future. The loss of his beautiful daughter, Gianna, makes this moment even more devastating...."
1580071733000,233437,1221535503868223488,false,34368,Reports are that basketball great Kobe Bryant and three others have been killed in a helicopter crash in California. That is terrible news!
1580071147000,101147,1221533043153915904,false,16004,"Nothing done wrong, READ THE TRANSCRIPTS!"
1580068866000,75643,1221523477003456512,false,13655,Majority of people say “the U.S. Senate already has enough information!” @FoxNews
1580055881000,110818,1221469014427348992,false,23498,"95% Approval Rating in the Republican Party. Thank you! 191 Federal Judges (a record), and two Supreme Court Justices, approved. Best Economy &amp; Employment Numbers EVER. Thank you to our great New, Smart and Nimble REPUBLICAN PARTY. Join now, it’s where people want to be!"
1580054855000,94111,1221464712321347585,false,21933,"Sleepyeyes Chuck Todd of Meet the Corrupt Press, just had a “totally” softball interview with conman Adam Schiff, never even calling Shifty out on his fraudulent statement to Congress, where he made up ALL of the words of my conversation with the Ukrainian President! FAKE NEWS"
1580052441000,58421,1221454586717839366,false,12866,"After having been exposed as a fraud and corrupt, can anyone, including Sleepyeyes Chuck Todd of Fake @NBCNews, continue to listen to his con?"
1580051205000,51664,1221449400834252800,false,10723,"“Again: Read the Transcript!” Michael Goodwin, New York Post, Sunday."
1580049902000,60491,1221443936952233984,false,14861,"Great Editorial in today’s Wall Street Journal, “And Congress Shall Be King.” Bottom line: “The President becomes a vassal of King Congress. This is another reason for the Senate to repudiate this House Impeachment as its own abuse of power.” A partisan Hoax!"
1580048670000,48076,1221438768256823296,false,15339,Why didn’t Schiff release this? https://t.co/ngxEqAIJU9
1580048185000,66057,1221436736594681856,false,17161,A very good question! https://t.co/8z6uQLKz8M
1580047406000,53787,1221433469559103489,false,12989,"“This is what Democrats have done. They want to create the idea that there is all this smoke so people think there’s fire. They did this with Russia Collusion, &amp; there was no fire. It makes zero sense what the Democrats are accusing him of.” @LisaMarieBoothe @foxandfriends"
1580046906000,62204,1221431369923997697,false,13538,“It was amazing to watch three days of arguments dismantled in two hours.” @PeteHegseth @foxandfriends
1580045765000,42747,1221426584646815744,false,10469,"Paul Krugman is a lightweight thinker who doesn’t have a clue. Caused huge economic damage to his follower’s pocketbooks. He, and others, should be fired by @nytimes! https://t.co/1K5AtQbmrp"
1580045043000,39860,1221423557722431489,false,11115,Rep. Jim Jordan Delivers Knockout Blow to Schiff’s Reputation https://t.co/tVBdWMrAjn
1580044853000,135003,1221422761597394944,false,30306,"Shifty Adam Schiff is a CORRUPT POLITICIAN, and probably a very sick man. He has not paid the price, yet, for what he has done to our Country!"
1580044174000,93513,1221419910175301633,false,21665,"The Impeachment Hoax is a massive election interference the likes of which has never been seen before. In just two hours the Radical Left, Do Nothing Democrats have seen their phony case absolutely shredded. Shifty is now exposed for illegally making up my phone call, &amp; more!"
1580011641000,35749,1221283457004982272,false,9056,True! https://t.co/uFjcJcxpSC
1580008249000,33150,1221269233126060033,false,10092,https://t.co/pbomiDN6z4
1580004914000,118359,1221255245117952000,false,41966,All Democrats should watch this! https://t.co/WFK33pR0Lv
1580003028000,62383,1221247332529975297,false,15623,وزیر امور خارجه ایران می گوید ایران خواستار مذاکره با ایالات متحده است اما می خواهد که تحریم ها برداشته شود. @FoxNews @OANN   نه، مرسی! https://t.co/fWdjR1DcUc
1579997762000,100776,1221225245220265985,false,22972,"Iranian Foreign Minister says Iran wants to negotiate with The United States, but wants sanctions removed. @FoxNews  @OANN No Thanks!"
1579989957000,33746,1221192511139581959,false,7027,"Previous quote from the great Republican Senator, Jim Inhofe, of Oklahoma - Chairman of the Senate Armed Services Committee"
1579989458000,45752,1221190416201969665,false,9145,....at the judges that we have right now.
1579989454000,110820,1221190398846152708,false,22366,"“You don’t come to court and ask for witnesses after you’ve already presented your case, unless you know your case is not working. I think their real motivation is for them to keep this President busy. We’re doing a great job on the economy, we’re building our military, look....."
1579985201000,34118,1221172563117772800,false,7726,Martha is a great leader on this issue! https://t.co/yl5ly5nwdv
1579984643000,28299,1221170219172945920,false,6828,Three great men! https://t.co/3W3xqgqgwq
1579983105000,36838,1221163769239392261,false,6528,Such a great family! https://t.co/M39vQS5crN
1579981470000,94937,1221156910730293254,false,18382,Thank you Nick! https://t.co/hZTLVa2ROU
1579977663000,127700,1221140946320084995,false,27932,"Any fair minded person watching the Senate trial today would be able to see how unfairly I have been treated and that this is indeed the totally partisan Impeachment Hoax that EVERYBODY, including the Democrats, truly knows it is. This should never be allowed to happen again!"
1579963074000,107490,1221079753760833536,false,26436,"Our case against lyin’, cheatin’, liddle’ Adam “Shifty” Schiff, Cryin’ Chuck Schumer, Nervous Nancy Pelosi, their leader, dumb as a rock AOC, &amp; the entire Radical Left, Do Nothing Democrat Party, starts today at 10:00 A.M. on @FoxNews, @OANN or Fake News @CNN or Fake News MSDNC!"
1579961975000,60156,1221075143117721600,false,13287,"....secondly, he is fulfilling every promise he made, and that is making his opponents apoplectic. They’re trying to get him out of office, and they’re not going to succeed.” Pastor Robert Jeffress, author of “Choosing the Extraordinary Life”  Thank you Pastor! @LouDobbs @FoxBus"
1579961975000,88219,1221075142404644864,false,18666,"“I like President Trump’s Tweets (Social Media), I like everything about him...and this Ukraine stuff, the trial, the impeachment, this isn’t t about Ukraine. Donald Trump has committed the two unpardonable sins in the eyes of the Democrats. He beat Hillary Clinton in 2016, and.."
1579960774000,52870,1221070106043744256,false,11600,"....intimidated by this national left wing media, that reduces most politicians and most public figures to whining, crying, puddles of cowardice - it is really something to have a man in the White House who has a courageous heart and does what he says he will do.”"
1579960774000,76010,1221070105230094336,false,17045,"The Great @LouDobbs: “People know, after 3 years of this President, the most historic President in our Country’s history, that there is no one who can touch what he’s done in 3 years, foreign policy, domestic policy, you name it, it’s amazing. Just to have the guts not to be....."
1579917548000,39424,1220888803088519173,false,8522,Check out @seanhannity now on @FoxNews. Big tonight!
1579916988000,4108,1220886453053509633,false,1332,"A really big show tonight by @seanhannity  9:00 P.M. @FoxNews  Heavy emphasis on the Impeachment Hoax. The Radical Left, Do Nothing Democrats have gone crazy. They know it’s a con, but just can’t sell it! Public strongly against Impeachment."
1579912531000,46403,1220867760361746432,false,10379,"It was my honor to welcome our nation’s Mayors to the @WhiteHouse as we continue to strengthen the bonds of cooperation between federal and local governments so that we can deliver great jobs, excellent schools, affordable healthcare, and safe communities for all of our people! https://t.co/QwYzS32lyQ"
1579912097000,88626,1220865941434699776,false,24213,https://t.co/c1KBtLnbQn https://t.co/ZPoaFDppg2
1579901512000,164756,1220821545746141187,false,37485,"After consultation with our Great Military Leaders, designers, and others, I am pleased to present the new logo for the United States Space Force, the Sixth Branch of our Magnificent Military! https://t.co/TC8pT4yHFT"
1579900695000,126675,1220818115354923009,false,31833,"China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and transparency. It will all work out well. In particular, on behalf of the American People, I want to thank President Xi!"
1579889480000,68901,1220771079234510850,false,19726,"#MarchForLife 
https://t.co/5Yg09dOoJd"
1579884984000,123096,1220752219601088513,false,25135,"The Do Nothing Democrats just keep repeating and repeating, over and over again, the same old “stuff” on the Impeachment Hoax. They want to use up ALL of their time, even though it is the wrong thing to do. They ought to go back to work for our great American people!"
1579882569000,89041,1220742093250932736,false,16072,READ THE TRANSCRIPTS!
1579880252000,88218,1220732371919626240,false,21492,"More than anything else, the Radical Left, Do Nothing Democrats, like AOC, Omar, Cryin’ Chuck, Nervous Nancy &amp; Shifty Schiff, are angry &amp; “deranged” over the fact that Republicans are up to 191 Federal Judges &amp; Two Great New Supreme Court Justices. Don’t blame me, blame Obama!"
1579878685000,52913,1220725799684399104,false,12288,Jim is great! https://t.co/SxjDSlaP7J
1579870707000,45898,1220692336881160193,false,11753,"Cryin’ Chuck never had what it takes, and never will! https://t.co/pQh4lXNCBN"
1579870209000,86990,1220690251561213952,false,18823,"The Impeachment Hoax is interfering with the 2020 Election - But that was the idea behind the Radical Left, Do Nothing Dems Scam attack. They always knew I did nothing wrong!"
1579869693000,54555,1220688087220617218,false,10640,"“I often get asked the question, well, isn’t the President going to be stronger and harder to beat if he survives this? The answer is yes, but, the Congress has no choice, it has a Constitutional responsibility.” Joe Biden, pres. candidate. Even Joe agrees with us! @foxandfriends"
1579869466000,69423,1220687131292643329,false,15915,"After having been treated unbelievably unfairly in the House, and then having to endure hour after hour of lies, fraud &amp; deception by Shifty Schiff, Cryin’ Chuck Schumer &amp; their crew, looks like my lawyers will be forced to start on Saturday, which is called Death Valley in T.V."
1579869352000,33649,1220686655855693824,false,9438,"....a foreign power, engaged in clandestine intelligence activities, and yet they still asked for the renewal, two more times, and it gave the right for the government to rifle through the Trump campaigns files, &amp; Emails, Text messages.....” So how bad &amp; illegal is that? @FoxNews"
1579869351000,50705,1220686650864390145,false,13607,"Frances Hakes, former Federal prosecutor, “This is really significant. The FBI had debunked the Steele Dossier in January of 2017, and then even after they did that, even after they knew from the CIA &amp; from their own sources, they knew that Carter Page was not the agent of"
1579866157000,85121,1220673252764332037,false,22206,“He’s got to explain this. How did Hunter Biden get a billion and a half dollars (from China) to invest when he’d been in business for 60 days?” @LindseyGrahamSC @FoxNews
1579865088000,52079,1220668770638876672,false,10474,“21 State Attorney Generals denouncing the Impeachment of President Trump.” @FoxNews
1579864716000,54721,1220667212387815424,false,11787,"Jeanne Mancini, President, March for Life: “We have never had a President of the United States actually come in person to the March for Life.” But now you do! See you later Jeanne. @HeatherChilders @FoxNews"
1579837731000,38846,1220554025189416960,false,10293,https://t.co/MGwSfC6hC4
1579837472000,33912,1220552942538960896,false,9525,https://t.co/QNbBIAKFbk
1579834367000,50368,1220539917660381185,false,12070,"Carlos will win big, very exciting. Great for Florida, great for USA! He has my complete and total Endorsement! https://t.co/6Rd5laSEkV"
1579833603000,325488,1220536711031078913,false,77558,https://t.co/Acyh0HStm8
1579818082000,53717,1220471611477786624,false,13095,True! https://t.co/OPTBdNOQrD
1579816202000,231758,1220463728535252992,false,40652,That is a real fan. Thank you! https://t.co/1JWyoyiidW
1579813907000,40708,1220454103937167361,false,9091,"On my way, see you soon! https://t.co/6Rd5lbafJv"
1579813710000,112931,1220453276275150855,false,20053,"Crazy Bernie takes the lead in the Democrat Primaries, but it is looking more and more like the Dems will never allow him to win! Will Sleepy Joe be able to stumble across the finish line?"
1579813708000,110703,1220453267509055490,false,23569,"Democrats are going to destroy your Social Security. I have totally left it alone, as promised, and will save it!"
1579813487000,44751,1220452340555309066,false,11251,"A poll of Radical Left, Do Nothing Democrats just came out in Florida. Nice results! https://t.co/YYo9CxWsVH"
1579813408000,35047,1220452007389155328,false,8081,I LOVE ALABAMA! https://t.co/ZDlBDehhvN
1579813351000,21756,1220451771572785157,false,5574,Interesting poll in Texas-13! #TX13 https://t.co/80uS2VaPGP
1579813295000,20596,1220451535005671428,false,5271,Close race in Kansas! https://t.co/m2ExF9vHKU
1579811654000,34628,1220444653348098048,false,8348,“President Trump shows us that electability is no match for electricity” by @KellyannePolls https://t.co/XQBir61WHO
1579811183000,87197,1220442676081963010,false,19819,“The Democrats have now conceded that President Trump has not committed a crime.” @AriFleischer
1579807813000,46451,1220428541197799424,false,11009,The United States looks forward to welcoming Prime Minister @Netanyahu &amp; Blue &amp; White Chairman @Gantzbe to the @WhiteHouse next week. Reports about details and timing of our closely-held peace plan are purely speculative.
1579803486000,93035,1220410391668371457,false,22933,"The Democrats don’t want a Witness Trade because Shifty Schiff, the Biden’s, the fake Whistleblower(&amp; his lawyer), the second Whistleblower (who vanished after I released the Transcripts), the so-called “informer”, &amp; many other Democrat disasters, would be a BIG problem for them!"
1579796129000,86131,1220379537155948544,false,17978,"“This is all about undermining the next Election.” Liz Peek, @FoxNews"
1579785914000,45317,1220336692378394624,false,9887,"....during his hopeless “presidential” campaign. They will remain silent! The fact is, when Mini losses, he will be spending very little of his money on these “clowns” because he will consider himself to be the biggest clown of them all - and he will be right!"
1579785914000,73579,1220336691539599361,false,16042,"Mini Mike Bloomberg is playing poker with his foolhardy and unsuspecting Democrat rivals. He says that if he loses (he really means when!) in the primaries, he will spend money helping whoever the Democrat nominee is. By doing this, he figures, they won’t hit him as hard...."
1579784266000,69790,1220329778810687489,false,19923,"The Democrats &amp; Shifty Schiff, whose presentation to the Senate was loaded with lies and misrepresentations, are refusing to state that the Obama Administration withheld aid from many countries including Ukraine, Pakistan, Philippines, Egypt, Honduras, &amp; Mexico. Witch Hunt!"
1579784068000,98994,1220328946736226305,false,18616,"No matter what you give to the Radical Left, Do Nothing Democrats, it will never be enough!"
1579783966000,120284,1220328518288052225,false,26270,"The Democrat House would not give us lawyers, or not one witness, but now demand that the Republican Senate produce the witnesses that the House never sought, or even asked for? They had their chance, but pretended to rush. Most unfair &amp; corrupt hearing in Congressional history!"
1579783756000,51826,1220327641364029440,false,12450,"In an Impeachment, you can’t use a work of fiction as the theory for the case, filling in gaps with presumptions against the President. It was a weak presentation, self indulgent, &amp; he didn’t deliver the goods.” Robert Charles, @HeatherChilders @FoxNews"
1579783574000,40239,1220326875882577921,false,10276,"....OF THE 2020 ELECTION BECSUSE IT WEAPONIZES A PROCESS THAT SHOULD ONLY BE INITIATED IN EXCEEDINGLY RARE CIRCUMSTANCES, AND SHOULD NEVER BE USED FOR PARTISAN PURPOSES.” @HeatherChilders @FoxNews The Democrats are trying hard to damage Republicans prior to the Election!"
1579783553000,73428,1220326789182033920,false,18461,"Attorney Generals from 21 States are urging the Senate to reject Impeachment. They say the Articles have legal &amp; factual problems, and the Democrats case sets a dangerous historical precedent. “EVEN AN UNSUCCESSFUL EFFORT TO IMPEACH THE PRESIDENT UNDERMINES THE INTEGRITY....."
1579783328000,66843,1220325842330537984,false,15042,"“There is no evidence of a crime.” Robert Charles, Fmr Asst Secy of State. The crimes were committed by the other side!"
1579783157000,67837,1220325126186598400,false,14625,"“Schiff doesn’t have a case telling the truth, so he’s manufacturing things.” Rush Limbaugh @foxandfriends"
1579731196000,95821,1220107185276907521,false,23603,"Sorry, if you come you will be immediately sent back! https://t.co/Ba9kmD6HD0"
1579730680000,94689,1220105021930426368,false,23418,See you on Friday...Big Crowd! https://t.co/MFyWLG4HFZ
1579729399000,48986,1220099650461392896,false,11534,True! https://t.co/VRyCRDe7Ua
1579723120000,119117,1220073313768099840,false,19202,“NO PRESSURE”
1579720331000,38316,1220061617561300994,false,7761,Will be Great! https://t.co/Ce20fgcM6K
